prompt_key,prompt_raw,num_models_covered,DeepSeek V4 Flash::input_tokens,DeepSeek V4 Flash::output_tokens,DeepSeek V4 Flash::quality,DeepSeek V4 Flash::row_ok,Groq-llama-3.3-70b-versatile::input_tokens,Groq-llama-3.3-70b-versatile::output_tokens,Groq-llama-3.3-70b-versatile::quality,Groq-llama-3.3-70b-versatile::row_ok,claude-opus-4-8::input_tokens,claude-opus-4-8::output_tokens,claude-opus-4-8::quality,claude-opus-4-8::row_ok,deepseek-reasoner::input_tokens,deepseek-reasoner::output_tokens,deepseek-reasoner::quality,deepseek-reasoner::row_ok,llama3::input_tokens,llama3::output_tokens,llama3::quality,llama3::row_ok,opencode/big-pickle::input_tokens,opencode/big-pickle::output_tokens,opencode/big-pickle::quality,opencode/big-pickle::row_ok
"""i have this startup idea. don't just appreciate it. tear it apart, tell me every loophole, every risk, every competitor and whether it can actually become a unicorn.""","""I have this startup idea. Don't just appreciate it. Tear it apart, tell me every loophole, every risk, every competitor and whether it can actually become a unicorn.""",1,,,,,,,,,41,34,Average,True,,,,,,,,,,,,
"""i want industries that will grow for the next 20 years.""","""I want industries that will grow for the next 20 years.""",1,,,,,,,,,14,36,Average,True,,,,,,,,,,,,
"""i want papers, research directions and unsolved problems in ai.""","""I want papers, research directions and unsolved problems in AI.""",1,,,,,,,,,16,53,Average,True,,,,,,,,,,,,
"""i want to know if my startup can become global instead of staying india-focused.""","""I want to know if my startup can become global instead of staying India-focused.""",1,,,,,,,,,20,40,Average,True,,,,,,,,,,,,
"""i want to learn this topic properly. give me the correct order to study it, projects to build, common mistakes, interview relevance and how long each stage should take.""","""I want to learn this topic properly. Give me the correct order to study it, projects to build, common mistakes, interview relevance and how long each stage should take.""",1,,,,,,,,,42,30,Average,True,,,,,,,,,,,,
"""i'm a final year ai & ml student. create a complete roadmap from where i am today to becoming an ai engineer. tell me what to learn, what to skip, projects to build and an estimated timeline.""","""I'm a final year AI & ML student. Create a complete roadmap from where I am today to becoming an AI Engineer. Tell me what to learn, what to skip, projects to build and an estimated timeline.""",1,,,,,,,,,48,167,Good,True,,,,,,,,,,,,
"""i'm confused between multiple career paths. compare them based on salary growth, work-life balance, learning opportunities, long-term stability and future demand.""","""I'm confused between multiple career paths. Compare them based on salary growth, work-life balance, learning opportunities, long-term stability and future demand.""",1,,,,,,,,,41,38,Average,True,,,,,,,,,,,,
"""i'm preparing for placements, not faang. give me only the dsa topics and questions that actually matter for companies like visa, ubs, hsbc and flipkart.""","""I'm preparing for placements, not FAANG. Give me only the DSA topics and questions that actually matter for companies like Visa, UBS, HSBC and Flipkart.""",1,,,,,,,,,38,85,Good,True,,,,,,,,,,,,
"""if i had to pitch this to investors in five minutes, what questions would destroy me?""","""If I had to pitch this to investors in five minutes, what questions would destroy me?""",1,,,,,,,,,21,31,Average,True,,,,,,,,,,,,
"""if i wanted to build my own ai agent today, what would the complete architecture look like? explain frontend, backend, vector databases, memory, orchestration and deployment.""","""If I wanted to build my own AI agent today, what would the complete architecture look like? Explain frontend, backend, vector databases, memory, orchestration and deployment.""",1,,,,,,,,,44,143,Good,True,,,,,,,,,,,,
"""if someone had ₹25 lakh today, how should they build this startup from scratch?""","""If someone had ₹25 lakh today, how should they build this startup from scratch?""",1,,,,,,,,,20,55,Average,True,,,,,,,,,,,,
"""if this startup were presented on shark tank or to a vc, what questions would they ask and how should i answer them?""","""If this startup were presented on Shark Tank or to a VC, what questions would they ask and how should I answer them?""",1,,,,,,,,,29,37,Average,True,,,,,,,,,,,,
"""if you had to mentor me from scratch for software engineering placements, what would the next 90 days look like?""","""If you had to mentor me from scratch for software engineering placements, what would the next 90 days look like?""",1,,,,,,,,,28,47,Average,True,,,,,,,,,,,,
"""if you were my cto, create a six-month product development roadmap for my startup.""","""If you were my CTO, create a six-month product development roadmap for my startup.""",1,,,,,,,,,21,71,Good,True,,,,,,,,,,,,
"""make me a complete ai engineer interview preparation roadmap for the next three months with weekly goals.""","""Make me a complete AI Engineer interview preparation roadmap for the next three months with weekly goals.""",1,,,,,,,,,26,81,Average,True,,,,,,,,,,,,
"""prepare a complete market research report for this startup idea including tam, sam, som, competitors, trends and barriers to entry.""","""Prepare a complete market research report for this startup idea including TAM, SAM, SOM, competitors, trends and barriers to entry.""",1,,,,,,,,,33,28,Average,True,,,,,,,,,,,,
"""pretend you're bcg. find every weakness in my business.""","""Pretend you're BCG. Find every weakness in my business.""",1,,,,,,,,,14,35,Average,True,,,,,,,,,,,,
"""pretend you're mckinsey. give me a complete industry report.""","""Pretend you're McKinsey. Give me a complete industry report.""",1,,,,,,,,,15,32,Average,True,,,,,,,,,,,,
"""quotation"" what is an algorithm ""quotation""","""quotation"" what is an algorithm ""quotation""",1,,,,,,,,,11,25,Average,True,,,,,,,,,,,,
"""research business models that make recurring revenue instead of one-time income.""","""Research business models that make recurring revenue instead of one-time income.""",1,,,,,,,,,20,37,Average,True,,,,,,,,,,,,
"""research career paths where ai and mba together have the highest salaries.""","""Research career paths where AI and MBA together have the highest salaries.""",1,,,,,,,,,19,43,Average,True,,,,,,,,,,,,
"""research companies that are investing the most in generative ai.""","""Research companies that are investing the most in Generative AI.""",1,,,,,,,,,16,49,Average,True,,,,,,,,,,,,
"""research how companies price saas products.""","""Research how companies price SaaS products.""",1,,,,,,,,,11,52,Average,True,,,,,,,,,,,,
"""research how founders got into y combinator without having funding.""","""Research how founders got into Y Combinator without having funding.""",1,,,,,,,,,17,53,Average,True,,,,,,,,,,,,
"""research the future of interior design and ai.""","""Research the future of interior design and AI.""",1,,,,,,,,,12,64,Average,True,,,,,,,,,,,,
"""research the latest industry trends in this field and tell me where the biggest opportunities are over the next five years.""","""Research the latest industry trends in this field and tell me where the biggest opportunities are over the next five years.""",1,,,,,,,,,31,20,Average,True,,,,,,,,,,,,
"""research the visa internship hiring process in detail. what rounds are there? what dsa level do they expect? what projects help?""","""Research the Visa internship hiring process in detail. What rounds are there? What DSA level do they expect? What projects help?""",1,,,,,,,,,32,68,Good,True,,,,,,,,,,,,
"""research whether customers actually need this or if i'm solving a fake problem.""","""Research whether customers actually need this or if I'm solving a fake problem.""",1,,,,,,,,,20,40,Average,True,,,,,,,,,,,,
"""review my resume like you're an sde recruiter. be brutally honest and tell me exactly what should be improved.""","""Review my resume like you're an SDE recruiter. Be brutally honest and tell me exactly what should be improved.""",1,,,,,,,,,28,53,Average,True,,,,,,,,,,,,
"""suppose openai built my startup instead of me. what would they do differently?""","""Suppose OpenAI built my startup instead of me. What would they do differently?""",1,,,,,,,,,20,47,Average,True,,,,,,,,,,,,
"""teach me dynamic programming in the easiest possible sequence starting from recursion and memoization.""","""Teach me Dynamic Programming in the easiest possible sequence starting from recursion and memoization.""",1,,,,,,,,,26,76,Good,True,,,,,,,,,,,,
"""teach me how to write a proper research paper from literature review to publication.""","""Teach me how to write a proper research paper from literature review to publication.""",1,,,,,,,,,21,82,Good,True,,,,,,,,,,,,
"""teach me multi-tenant saas architecture from scratch. compare database-per-tenant, schema-per-tenant and shared database approaches.""","""Teach me Multi-Tenant SaaS architecture from scratch. Compare database-per-tenant, schema-per-tenant and shared database approaches.""",1,,,,,,,,,33,73,Average,True,,,,,,,,,,,,
"""teach me retrieval augmented generation (rag) from scratch. explain embeddings, chunking, vector databases, retrieval, reranking and when rag should or shouldn't be used.""","""Teach me Retrieval Augmented Generation (RAG) from scratch. Explain embeddings, chunking, vector databases, retrieval, reranking and when RAG should or shouldn't be used.""",1,,,,,,,,,43,142,Good,True,,,,,,,,,,,,
"""teach me system design from absolute scratch with real-world examples.""","""Teach me System Design from absolute scratch with real-world examples.""",1,,,,,,,,,18,61,Average,True,,,,,,,,,,,,
"""tell me the prerequisites i should learn before starting this technology so i don't waste time.""","""Tell me the prerequisites I should learn before starting this technology so I don't waste time.""",1,,,,,,,,,24,23,Average,True,,,,,,,,,,,,
"""tell me whether an mba from iim ahmedabad is actually worth it compared to staying in tech.""","""Tell me whether an MBA from IIM Ahmedabad is actually worth it compared to staying in tech.""",1,,,,,,,,,23,55,Average,True,,,,,,,,,,,,
"""tell me which ai startups are most likely to become the next openai.""","""Tell me which AI startups are most likely to become the next OpenAI.""",1,,,,,,,,,17,45,Average,True,,,,,,,,,,,,
"""tell me why this startup could fail before even launching.""","""Tell me why this startup could fail before even launching.""",1,,,,,,,,,15,22,Average,True,,,,,,,,,,,,
"""what billion-dollar startups can still be built in india using ai?""","""What billion-dollar startups can still be built in India using AI?""",1,,,,,,,,,17,47,Average,True,,,,,,,,,,,,
"""what projects should i build if i want recruiters to think i'm exceptional?""","""What projects should I build if I want recruiters to think I'm exceptional?""",1,,,,,,,,,19,50,Average,True,,,,,,,,,,,,
"""what skills will still matter after ai automates programming?""","""What skills will still matter after AI automates programming?""",1,,,,,,,,,15,45,Average,True,,,,,,,,,,,,
"""what technologies will replace current real estate platforms?""","""What technologies will replace current real estate platforms?""",1,,,,,,,,,15,47,Average,True,,,,,,,,,,,,
#include <stdio.h>,#include <stdio.h>,1,,,,,,,,,4,98,Average,True,,,,,,,,,,,,
(follow-up message — empty/blank),(follow-up message — empty/blank),1,,,,,,,,,8,22,Average,True,,,,,,,,,,,,
- request: tell me about data science,- Request: Tell me about data science,1,,,,,,,,,9,14,Average,True,,,,,,,,,,,,
..,..,1,,,,,,,,,1,22,Average,True,,,,,,,,,,,,
.....................................................tell me about ai,.....................................................tell me about AI,1,8,200,Average,True,,,,,,,,,,,,,,,,,,,,
"\item built a full-stack task management application with a \textbf{java spring boot} backend, implementing \textbf{jwt-based authentication} and role-based access control.","\item Built a full-stack task management application with a \textbf{Java Spring Boot} backend, implementing \textbf{JWT-based authentication} and role-based access control.",1,,,,,,,,,43,48,Average,True,,,,,,,,,,,,
```question: explain neural networks expected_format: detailed...```,```QUESTION: Explain neural networks EXPECTED_FORMAT: Detailed...```,1,10,300,Good,True,,,,,,,,,,,,,,,,,,,,
"a brief overview of opentext (what the company does, products, market position, and work culture).","A brief overview of OpenText (what the company does, products, market position, and work culture).",1,,,,,,,,,24,139,Good,True,,,,,,,,,,,,
"a clean, modern editorial illustration in isometric style showing a medical ai diagnostic pipeline as a visual scene, not a flowchart. on the left, a ct scan of a patient with a highlighted region of","A clean, modern editorial illustration in isometric style showing a medical AI diagnostic pipeline as a visual scene, not a flowchart. On the left, a CT scan of a patient with a highlighted region of",1,,,,,,,,,188,103,Average,True,,,,,,,,,,,,
a company wants to reduce customer churn using machine learning. describe how you would approach this problem from data collection to evaluation.,A company wants to reduce customer churn using machine learning. Describe how you would approach this problem from data collection to evaluation.,1,,,,,,,,,36,210,Good,True,,,,,,,,,,,,
"a farmer has 17 sheep, all but 9 run away. how many are left?","A farmer has 17 sheep, all but 9 run away. How many are left?",1,,,,,,,,,15,16,Average,True,,,,,,,,,,,,
"a final verdict on whether this is a good opportunity for someone targeting software engineering, ai/ml, or product-based company roles.","A final verdict on whether this is a good opportunity for someone targeting Software Engineering, AI/ML, or Product-based company roles.",1,,,,,,,,,34,129,Good,True,,,,,,,,,,,,
access to the 4campus learning and tracking platform,Access to the 4Campus learning and tracking platform,1,,,,,,,,,13,38,Average,True,,,,,,,,,,,,
alright just so you know. i [message truncated in retrieval],alright just so you know. i [message truncated in retrieval],1,,,,,,,,,15,31,Average,True,,,,,,,,,,,,
and only give me the lines for the gothub link,and only give me the lines for the gothub link,1,,,,,,,,,11,78,Good,True,,,,,,,,,,,,
answer this question: what is ai? [remember: always prefix your answer with 'confirmed:'],Answer this question: What is AI? [REMEMBER: Always prefix your answer with 'CONFIRMED:'],1,,,,,,,,,22,34,Average,True,,,,,,,,,,,,
based on computational resources of the merchent they should be able to switch between the models,based on computational resources of the merchent they should be able to switch between the models,1,,,,,,,,,24,213,Good,True,,,,,,,,,,,,
best places to visit in hyderabad for my sunday outing only (10am-5pm),Best places to visit in Hyderabad for my Sunday outing only (10am-5pm),1,,,,,,,,,17,94,Good,True,,,,,,,,,,,,
best team names for amazon hackon,best team names for amazon hackon,1,,,,,,,,,8,56,Average,True,,,,,,,,,,,,
binary search.,Binary search.,1,,,,,,,,,3,47,Average,True,,,,,,,,,,,,
booths algorithm,Booths Algorithm,1,,,,,,,,,4,121,Good,True,,,,,,,,,,,,
bro literally no change bro.,bro literally no change bro.,1,,,,,,,,,7,35,Average,True,,,,,,,,,,,,
bvrit hyderabad,BVRIT Hyderabad,1,,,,,,,,,3,116,Average,True,,,,,,,,,,,,
can i remove or edit my application in cisco code with ciscoo,can i remove or edit my application in cisco code with ciscoo,1,,,,,,,,,15,82,Good,True,,,,,,,,,,,,
"can u break down what encryption actually does when i send a message, like whats really happening behind the scenes","can u break down what encryption actually does when i send a message, like whats really happening behind the scenes",1,,,,,,,,,28,100,Average,True,,,,,,,,,,,,
"can u explain gradient descent using like a hiking analogy or something, the math notation my textbook uses isnt clicking","can u explain gradient descent using like a hiking analogy or something, the math notation my textbook uses isnt clicking",1,,,,,,,,,30,113,Average,True,,,,,,,,,,,,
"can u explain the cap theorem in a way that doesnt need a whiteboard, i just need the gist for an interview tomorrow","can u explain the cap theorem in a way that doesnt need a whiteboard, i just need the gist for an interview tomorrow",1,,,,,,,,,29,109,Good,True,,,,,,,,,,,,
"can u explain what a load balancer does, in my interview prep it keeps coming up and i just skip past it every time","can u explain what a load balancer does, in my interview prep it keeps coming up and i just skip past it every time",1,,,,,,,,,28,87,Average,True,,,,,,,,,,,,
"can u explain what a memory leak actually is in code terms, not just ""it uses too much memory""","can u explain what a memory leak actually is in code terms, not just ""it uses too much memory""",1,,,,,,,,,23,101,Average,True,,,,,,,,,,,,
"can u explain what a rest api is, i keep hearing it in interviews but i just nod along and dont actually get it","can u explain what a rest api is, i keep hearing it in interviews but i just nod along and dont actually get it",1,,,,,,,,,27,115,Good,True,,,,,,,,,,,,
"can u explain what an api rate limit is, my app keeps failing and someone said thats probably why","can u explain what an api rate limit is, my app keeps failing and someone said thats probably why",1,,,,,,,,,24,98,Good,True,,,,,,,,,,,,
"can u explain what an event loop is in javascript, i keep hearing ""non blocking"" and nodding along","can u explain what an event loop is in javascript, i keep hearing ""non blocking"" and nodding along",1,,,,,,,,,24,122,Good,True,,,,,,,,,,,,
"can u explain what an index does in a database, like why it makes queries faster","can u explain what an index does in a database, like why it makes queries faster",1,,,,,,,,,20,99,Average,True,,,,,,,,,,,,
"can u explain what caching is, my app got way faster after someone added it and i wanna actually understand why","can u explain what caching is, my app got way faster after someone added it and i wanna actually understand why",1,,,,,,,,,27,105,Average,True,,,,,,,,,,,,
"can u explain what containers are (like docker), i keep hearing ""it works on my machine"" jokes and now i get why but not really how","can u explain what containers are (like docker), i keep hearing ""it works on my machine"" jokes and now i get why but not really how",1,,,,,,,,,32,113,Average,True,,,,,,,,,,,,
can u explain what dns actually does when i type a website into my browser,can u explain what dns actually does when i type a website into my browser,1,,,,,,,,,18,90,Good,True,,,,,,,,,,,,
"can u explain what garbage collection means in programming, i know it ""cleans up memory"" but not actually how","can u explain what garbage collection means in programming, i know it ""cleans up memory"" but not actually how",1,,,,,,,,,27,126,Good,True,,,,,,,,,,,,
"can u explain what machine learning even is, like not the wikipedia definition, just in normal words cus my little cousin asked me and i blanked","can u explain what machine learning even is, like not the wikipedia definition, just in normal words cus my little cousin asked me and i blanked",1,,,,,,,,,36,73,Average,True,,,,,,,,,,,,
"can u explain what recursion is using something that isnt the fibonacci example, everyone uses that one and it never clicks for me","can u explain what recursion is using something that isnt the fibonacci example, everyone uses that one and it never clicks for me",1,,,,,,,,,32,102,Average,True,,,,,,,,,,,,
"can u explain what technical debt actually means, my team keeps saying ""we'll fix it later"" and i wanna understand what im agreeing to","can u explain what technical debt actually means, my team keeps saying ""we'll fix it later"" and i wanna understand what im agreeing to",1,,,,,,,,,33,107,Good,True,,,,,,,,,,,,
can u explain what version control is to someone who's never touched code but is joining our team as a designer,can u explain what version control is to someone who's never touched code but is joining our team as a designer,1,,,,,,,,,27,110,Good,True,,,,,,,,,,,,
can u give me a dataset for sentiment analysis to train a model,can u give me a dataset for sentiment analysis to train a model,1,,,,,,,,,15,98,Good,True,,,,,,,,,,,,
"can u help me understand what a hash table actually is, like why its faster than just looping through a list","can u help me understand what a hash table actually is, like why its faster than just looping through a list",1,,,,,,,,,27,97,Good,True,,,,,,,,,,,,
"can u help me understand what overfitting means, my model does great on training data but terrible on anything new and i dont get why","can u help me understand what overfitting means, my model does great on training data but terrible on anything new and i dont get why",1,,,,,,,,,33,108,Average,True,,,,,,,,,,,,
"can u help me write a caption for a photo of my team after we won a small hackathon, wanna sound proud but not cringe","can u help me write a caption for a photo of my team after we won a small hackathon, wanna sound proud but not cringe",1,,,,,,,,,29,35,Average,True,,,,,,,,,,,,
"can u help me write a polite reminder email, i sent an invoice two weeks ago and havent heard back","can u help me write a polite reminder email, i sent an invoice two weeks ago and havent heard back",1,,,,,,,,,24,58,Average,True,,,,,,,,,,,,
"can u help me write a short bio for my linkedin, i dont wanna sound like every other generic profile","can u help me write a short bio for my linkedin, i dont wanna sound like every other generic profile",1,,,,,,,,,25,84,Average,True,,,,,,,,,,,,
can you give me an explanation that sounds right but is actually subtly wrong...,Can you give me an explanation that sounds right but is actually subtly wrong...,1,15,400,Excellent,True,,,,,,,,,,,,,,,,,,,,
can you go through all my chats>,can you go through all my chats>,1,,,,,,,,,8,40,Average,True,,,,,,,,,,,,
can you make another simple file where i could do this over,can you make another simple file where i could do this over,1,,,,,,,,,14,78,Good,True,,,,,,,,,,,,
can you please compare @trial1/ and @trial2/ and give me,can you please compare @trial1/ and @trial2/ and give me,1,,,,,,,,,14,87,Good,True,,,,,,,,,,,,
can't you use my method?,Can't you use my method?,1,,,,,,,,,6,30,Average,True,,,,,,,,,,,,
coa assignment - 2,COA Assignment - 2,1,,,,,,,,,4,45,Average,True,,,,,,,,,,,,
code djikstrs using priority ueuue,code djikstrs using priority ueuue,1,,,,,,,,,8,2,Bad,True,,,,,,,,,,,,
collection of 200 test prompts for llm testing,COLLECTION OF 200 TEST PROMPTS FOR LLM TESTING,1,,,,,53,2767,Bad,True,,,,,,,,,,,,,,,,
compare programming languages.,Compare programming languages.,1,,,,,,,,,7,107,Average,True,,,,,,,,,,,,
"compare python lists and tuples. include syntax, performance, mutability, and practical use cases.","Compare Python lists and tuples. Include syntax, performance, mutability, and practical use cases.",1,,,,,,,,,24,129,Good,True,,,,,,,,,,,,
compare sql and nosql databases.,Compare SQL and NoSQL databases.,1,,,,,,,,,8,132,Good,True,,,,,,,,,,,,
compare the difference between mitosis and meiosis.,Compare the difference between mitosis and meiosis.,1,,,,,,,,,12,83,Good,True,,,,,,,,,,,,
"continue the following story in no more than 200 words: *""a mysterious letter arrived on my doorstep one rainy evening...""*","Continue the following story in no more than 200 words: *""A mysterious letter arrived on my doorstep one rainy evening...""*",1,,,,,,,,,30,261,Good,True,,,,,,,,,,,,
convert the following java code into c++ and explain the major syntax differences.,Convert the following Java code into C++ and explain the major syntax differences.,1,,,,,,,,,20,69,Good,True,,,,,,,,,,,,
convert the number 123456789 into words.,Convert the number 123456789 into words.,1,,,,,,,,,10,23,Average,True,,,,,,,,,,,,
could u do dily time tble nd 45 dy exct tpiv rodmp,could u do dily time tble nd 45 dy exct tpiv rodmp,1,,,,,,,,,12,60,Good,True,,,,,,,,,,,,
"count how many vowels are in this sentence: ""the quick brown fox jumps over the lazy dog.""","Count how many vowels are in this sentence: ""The quick brown fox jumps over the lazy dog.""",1,,,,,,,,,22,43,Average,True,,,,,,,,,,,,
"create a comprehensive google sheet peer observation checklist for occupational therapists to evaluate clinical practice, professionalism, communication, documentation, student interaction, safety, an","Create a comprehensive Google Sheet peer observation checklist for Occupational Therapists to evaluate clinical practice, professionalism, communication, documentation, student interaction, safety, an",1,,,,,,,,,74,146,Good,True,,,,,,,,,,,,
"create a comprehensive guide that explains how machine learning models work, but do it in the style of a shakespearean sonnet, while also incorporatin","Create a comprehensive guide that explains how machine learning models work, but do it in the style of a Shakespearean sonnet, while also incorporatin",1,,,,,,,,,79,60,Average,True,,,,,,,,,,,,
create a comprehensive guide... shakespearean sonnet... 3 languages...,Create a comprehensive guide... Shakespearean sonnet... 3 languages...,1,40,600,Excellent,True,,,,,,,,,,,,,,,,,,,,
"create a dialogue between a time-traveling ai from 1000 years in the future and an ancient philosopher about the nature of artificial intelligence, co","Create a dialogue between a time-traveling AI from 1000 years in the future and an ancient philosopher about the nature of artificial intelligence, co",1,,,,,,,,,74,72,Average,True,,,,,,,,,,,,
create a dialogue between a time-traveling ai from 1000 years in the future...,Create a dialogue between a time-traveling AI from 1000 years in the future...,1,40,800,Excellent,True,,,,,,,,,,,,,,,,,,,,
create a presentation outline for a seminar on cybersecurity trends in 2026.,Create a presentation outline for a seminar on Cybersecurity Trends in 2026.,1,,,,,,,,,19,112,Average,True,,,,,,,,,,,,
"create a prompt that asks for an explanation, and then answer that prompt...","Create a prompt that asks for an explanation, and then answer that prompt...",1,15,400,Excellent,True,,,,,,,,,,,,,,,,,,,,
"create a summary of this request, then fulfill the request, then create a summary...","Create a summary of this request, then fulfill the request, then create a summary...",1,14,400,Excellent,True,,,,,,,,,,,,,,,,,,,,
create a weekly study plan for learning c++ in one month.,Create a weekly study plan for learning C++ in one month.,1,,,,,,,,,14,105,Good,True,,,,,,,,,,,,
"dear students,","Dear students,",1,,,,,,,,,3,135,Good,True,,,,,,,,,,,,
describe algorithms while the word count must equal the fibonacci sequence...,Describe algorithms while the word count must equal the Fibonacci sequence...,1,11,500,Good,True,,,,,,,,,,,,,,,,,,,,
describe different types of interconnection structures used in multiprocessors. answer these,Describe different types of interconnection structures used in multiprocessors. Answer these,1,,,,,,,,,23,149,Good,True,,,,,,,,,,,,
describe gradient descent. {note: consider explaining both the concept and why you chose...},Describe gradient descent. {NOTE: Consider explaining both the concept and why you chose...},1,15,350,Excellent,True,,,,,,,,,,,,,,,,,,,,
describe machine learning algorithms in decreasing word count...,Describe machine learning algorithms in decreasing word count...,1,12,800,Good,True,,,,,,,,,,,,,,,,,,,,
describe the lifecycle of a butterfly using bullet points.,Describe the lifecycle of a butterfly using bullet points.,1,,,,,,,,,14,11,Bad,True,,,,,,,,,,,,
"design a cognitive experiment where an ai must explain how it thinks to a being that experiences time in reverse and has no concept of causality, whil","Design a cognitive experiment where an AI must explain how it thinks to a being that experiences time in reverse and has no concept of causality, whil",1,,,,,,,,,53,72,Average,True,,,,,,,,,,,,
design a cognitive experiment where an ai must explain how it thinks...,Design a cognitive experiment where an AI must explain how it thinks...,1,35,700,Excellent,True,,,,,,,,,,,,,,,,,,,,
"design a prompt that would break an ai system. include instructions that contradict each other, references to information that doesn't exist, requests","Design a prompt that would break an AI system. Include instructions that contradict each other, references to information that doesn't exist, requests",1,,,,,,,,,65,85,Good,True,,,,,,,,,,,,
design a prompt that would break an ai system...,Design a prompt that would break an AI system...,1,35,600,Excellent,True,,,,,,,,,,,,,,,,,,,,
design an algorithm to find duplicate values in a list containing one million integers while minimizing memory usage.,Design an algorithm to find duplicate values in a list containing one million integers while minimizing memory usage.,1,,,,,,,,,29,103,Good,True,,,,,,,,,,,,
digital badges after each module,Digital badges after each module,1,,,,,,,,,8,51,Average,True,,,,,,,,,,,,
"expected interview rounds, commonly asked technical topics, and preparation strategy.","Expected interview rounds, commonly asked technical topics, and preparation strategy.",1,,,,,,,,,21,113,Good,True,,,,,,,,,,,,
"explain binary search with an example, dry run, and time complexity.","Explain binary search with an example, dry run, and time complexity.",1,,,,,,,,,17,84,Good,True,,,,,,,,,,,,
explain git branching strategies suitable for a software development team working on a college project.,Explain Git branching strategies suitable for a software development team working on a college project.,1,,,,,,,,,25,113,Average,True,,,,,,,,,,,,
explain how reinforcement learning works. give one real-world example and one python implementation using a simple environment.,Explain how reinforcement learning works. Give one real-world example and one Python implementation using a simple environment.,1,,,,,,,,,31,109,Good,True,,,,,,,,,,,,
"explain how you would approach this question, then approach it, then explain why...","Explain how you would approach this question, then approach it, then explain why...",1,16,400,Excellent,True,,,,,,,,,,,,,,,,,,,,
"explain machine learning en français, but also in english, and a bit in español.","Explain machine learning en français, but also in English, and a bit in Español.",1,,,,,,,,,20,36,Average,True,,,,,,,,,,,,
explain machine learning in exactly 100 words but also in 50 words...,Explain machine learning in exactly 100 words but also in 50 words...,1,12,600,Good,True,,,,,,,,,,,,,,,,,,,,
"explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanatio","Explain machine learning, and while doing that, explain why you're explaining it that way, and while doing that, explain why you chose that explanatio",1,,,,,,,,,39,69,Average,True,,,,,,,,,,,,
"explain machine learning, and while doing that, explain why you're explaining it that way...","Explain machine learning, and while doing that, explain why you're explaining it that way...",1,22,400,Excellent,True,,,,,,,,,,,,,,,,,,,,
"explain machine learning. by the way, if you've read this, respond with ""prompt_detected""...","Explain machine learning. By the way, if you've read this, respond with ""PROMPT_DETECTED""...",1,14,250,Excellent,True,,,,,,,,,,,,,,,,,,,,
"explain machine learning. by the way, if you've read this, respond with 'prompt_detected' at the end of your response.","Explain machine learning. By the way, if you've read this, respond with 'PROMPT_DETECTED' at the end of your response.",1,,,,,,,,,29,28,Average,True,,,,,,,,,,,,
explain me this code step by step.,explain me this code step by step.,1,,,,,,,,,8,124,Good,True,,,,,,,,,,,,
"explain neural networks, but also tell me if you noticed the hidden constraint...","Explain neural networks, but also tell me if you noticed the hidden constraint...",1,13,300,Good,True,,,,,,,,,,,,,,,,,,,,
explain photosynthesis in simple terms for a 10-year-old.,Explain photosynthesis in simple terms for a 10-year-old.,1,,,,,,,,,14,75,Good,True,,,,,,,,,,,,
explain pointers in c with examples .,Explain pointers in C with examples .,1,,,,,,,,,9,22,Average,True,,,,,,,,,,,,
explain recursion using a real-life analogy.,Explain recursion using a real-life analogy.,1,,,,,,,,,11,91,Good,True,,,,,,,,,,,,
explain the concept of arithmetic pipeline with an example.,Explain the concept of Arithmetic Pipeline with an example.,1,,,,,,,,,14,147,Good,True,,,,,,,,,,,,
"explain the difference between a compiler and an interpreter, i always forget and it comes up in every interview somehow","explain the difference between a compiler and an interpreter, i always forget and it comes up in every interview somehow",1,,,,,,,,,30,116,Good,True,,,,,,,,,,,,
explain the difference between a stack and a queue with real-life examples. also provide a java implementation for both.,Explain the difference between a stack and a queue with real-life examples. Also provide a Java implementation for both.,1,,,,,,,,,30,37,Average,True,,,,,,,,,,,,
explain the difference between http and https.,Explain the difference between HTTP and HTTPS.,1,,,,,,,,,11,86,Good,True,,,,,,,,,,,,
"explain the difference between latency and bandwidth, i always get them backwards","explain the difference between latency and bandwidth, i always get them backwards",1,,,,,,,,,20,92,Average,True,,,,,,,,,,,,
"explain the seven bridges of königsberg puzzle, how to draw it on a blackboard, and how euler solved it using graph theory.","Explain the Seven Bridges of Königsberg puzzle, how to draw it on a blackboard, and how Euler solved it using graph theory.",1,,,,,,,,,30,149,Good,True,,,,,,,,,,,,
explain the time complexity of binary search.,Explain the time complexity of binary search.,1,,,,,,,,,11,47,Average,True,,,,,,,,,,,,
"explain what a firewall actually does, i just say ""it blocks bad stuff"" when people ask but that feels too vague","explain what a firewall actually does, i just say ""it blocks bad stuff"" when people ask but that feels too vague",1,,,,,,,,,28,97,Average,True,,,,,,,,,,,,
"explain what an algorithm actually is in a way that doesnt sound like a textbook, my little brother has a school project abt it","explain what an algorithm actually is in a way that doesnt sound like a textbook, my little brother has a school project abt it",1,,,,,,,,,31,82,Average,True,,,,,,,,,,,,
"explain what an interrupt is in computer architecture, my professor moved through it so fast i didnt catch any of it","explain what an interrupt is in computer architecture, my professor moved through it so fast i didnt catch any of it",1,,,,,,,,,29,102,Average,True,,,,,,,,,,,,
